PRECISION,AGE,BPL_BIN,EDUC_CAT_GRAD_ED,EDUC_CAT_HIGH_SCH_ED,EDUC_CAT_UNDERGRAD_ED,EMPSTAT_N_LABOR,EMPSTAT_UNEMPLOYED,HCOVANY,MARST_BIN,MIGRATE_BIN,NCHILD,SEX_MALE,STATEFIP_CA
0.7062169052755443,148,13,16,10,12,207,62,69,84,3,64,11,1
